name,year,director,writers,actors,types,regions,languages,dates,length,rating,rating_people,stars
终结者2：审判日 Terminator 2: Judgment Day,(1991),詹姆斯·卡梅隆,詹姆斯·卡梅隆/小威廉·威谢尔,阿诺·施瓦辛格/琳达·汉密尔顿/爱德华·福隆/罗伯特·帕特里克/阿尔·伯恩/乔·莫顿/埃帕莎·默克森/卡斯图罗·格雷拉/丹尼·库克塞/詹妮特·戈德斯坦恩/山德·贝克利/莱思莉·汉密尔顿·格伦/彼得·舒鲁姆/唐·雷克/吉姆·帕尔默/格温达·迪肯/科林·帕特里克·林奇/妮基·考克斯/德沃恩·尼克森/阿卜杜勒·萨拉姆·埃尔·拉扎克/迈克·马斯喀特/迪恩·诺里斯/查尔斯·A·坦伯罗/丹尼·皮尔斯/马克·克里斯托弗·劳伦斯/林凡 /乔尔·克莱默/斯科特·肖/史文-欧尔·托尔森/小威廉·威谢尔/Ken Gibbel/Robert Winley/Michael Edwards/Don Stanton/Dan Stanton/Lisa Brinegar/Dalton Abbott/Bret A. Arnold/Martin Deluca,动作/科幻,美国/法国, 英语 / 西班牙语,1991-07-03(美国)/2017-02-17(柏林电影节 3D),137分钟,8.8,356605,50.9%/38.8%/9.7%/0.4%/0.1%
恋恋笔记本 The Notebook,(2004),尼克·卡萨维蒂,扬·萨尔迪/杰里米·莱文/尼古拉斯·斯帕克斯,瑞恩·高斯林/瑞秋·麦克亚当斯/吉娜·罗兰兹/詹姆斯·加纳/斯塔尔勒塔·杜波利斯/凯文·康诺利/希瑟·沃奎斯特/杰弗里·奈特/琼·艾伦/詹姆斯·麦斯登,剧情/爱情,美国, 英语,2004-06-25(美国),123分钟,8.5,702095,44.5%/40.1%/13.7%/1.4%/0.4%
虎口脱险 La grande vadrouille,(1966),热拉尔·乌里,热拉尔·乌里/达妮埃尔·汤普森/马塞尔·朱利安/乔治·塔贝/安德烈·塔贝,路易·德·菲奈斯/布尔维尔/克劳迪奥·布鲁克/安德丽·帕里西/科莱特·布罗塞/迈克·马歇尔/玛丽·马凯/皮埃尔·贝尔坦/本诺·施特岑巴赫/玛丽·杜布瓦/特里-托马斯/西戈德·拉普/赖因哈德·科尔德霍夫/赫尔穆特·施奈德/保罗·普雷博伊斯特/汉斯·迈尔/居伊·格罗索/米歇尔·莫多/彼得·雅各布/吕迪·勒努瓦/诺埃尔·达扎尔/皮埃尔·鲁塞尔/皮埃尔·巴斯蒂安/雅克·萨布隆/玛格·阿夫里尔/雅克·博杜因/加布里埃尔·戈班/保罗·梅塞/亨利·热内斯,喜剧/战争,法国/英国, 法语 / 英语 / 德语,1966-12-08(法国),132分钟,8.9,271322,57.3%/32.9%/8.7%/0.8%/0.3%
新龙门客栈 新龍門客棧,(1992),李惠民,徐克/张炭/何冀平,张曼玉/林青霞/梁家辉/甄子丹/熊欣欣/刘洵/任世官/吴启华/袁祥仁/徐锦江/郑希怡/王彤川/王伟顺/蔡浩,动作/爱情/武侠/古装,中国香港/中国大陆, 汉语普通话 / 粤语,2012-02-24(中国大陆)/1992-08-27(中国香港),88分钟,8.7,466532,45.5%/43.8%/10.0%/0.6%/0.1%
无耻混蛋 Inglourious Basterds,(2009),昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,布拉德·皮特/梅拉尼·罗兰/克里斯托弗·瓦尔兹/伊莱·罗斯/迈克尔·法斯宾德/黛安·克鲁格/丹尼尔·布鲁赫/蒂尔·施威格/哥德昂·布克哈德/雅基·伊多/B·J·诺瓦克/奥玛·杜姆/奥古斯特·迪赫/德尼·梅诺谢/西尔维斯特·格罗特/马丁·乌特克/麦克·梅尔斯/朱莉·德赖弗斯/理查德·塞梅尔/亚历山大·费林/罗德·泰勒/索恩克·莫宁/山姆·莱文/保罗·鲁斯特/迈克尔·巴考尔/阿尔恩特·施韦林·索瑞/Petra Hartung/Volker Michalowski/肯·杜肯/克里斯蒂安·贝克尔/安娜-索菲·弗兰克/蕾雅·赛杜/蒂娜·罗德里格斯/路德格·皮斯特/雅娜·帕拉斯克/迈克尔·克兰茨/赖纳·博克/安德烈·彭文/塞巴斯蒂安·胡克/克里斯蒂安·布吕克纳/希尔玛·艾奇霍恩/Patrick Elias/伊娃·勒鲍/威尔弗里德·霍赫霍尔丁格/Michael Scheel/博·史文森/恩佐·卡斯特拉里/贝拉·B·菲森海默/Noemi Besedes/埃莱娜·卡多纳/杰克·加伯/塞缪尔·杰克逊/哈威·凯特尔/Andrew Napier/格里高利·尼克特洛/Niko Novick/Aleksandrs Petukhovs/Brendan Potter/Nikki Rapp/Sabrina Rattey/昆汀·塔伦蒂诺/Vitus Wieser,剧情/犯罪,德国/美国, 英语 / 德语 / 法语 / 意大利语,2009-05-20(戛纳电影节)/2009-08-20(德国),153分钟,8.7,505116,46.2%/42.2%/10.3%/0.9%/0.3%
罗生门 羅生門,(1950),黑泽明,黑泽明/桥本忍/芥川龙之介,三船敏郎/京町子/森雅之/志村乔/千秋实/上田吉二郎/本间文子/加东大介,剧情/悬疑/犯罪,日本, 日语,1950-08-26(日本),88分钟,8.8,330819,52.0%/38.0%/8.9%/0.8%/0.3%
崖上的波妞 崖の上のポニョ,(2008),宫崎骏,宫崎骏,神月柚莉爱/土井洋辉/山口智子/长岛一茂/天海祐希/所乔治/柊瑠美/矢野显子/吉行和子/奈良冈朋子/左时枝/羽鸟慎一/平冈映美/大桥望美,动画/奇幻/冒险,日本, 日语,2020-12-31(中国大陆)/2008-07-19(日本),101分钟,8.6,527989,45.6%/41.4%/12.0%/0.8%/0.2%
花束般的恋爱 花束みたいな恋をした,(2021),土井裕泰,坂元裕二,菅田将晖/有村架纯/细田佳央太/清原果耶/小田切让/押井守/户田惠子/岩松了/小林薰/韩英惠/中崎敏/小久保寿人/泷内公美/森优作/古川琴音/篠原悠伸/八木亚里纱/佐藤宽太/冈部敬史/萩原实里/福山翔大/萩原利久/片山友希/宇野祥平/佐藤玲/水泽绅吾/穗志萌香,剧情/爱情,日本, 日语,2022-02-22(中国大陆)/2021-01-29(日本),124分钟,8.6,694236,44.6%/42.3%/11.7%/1.1%/0.3%
千钧一发 Gattaca,(1997),安德鲁·尼科尔,安德鲁·尼科尔,伊桑·霍克/乌玛·瑟曼/裘德·洛/艾伦·阿金/戈尔·维达尔/山德·贝克利/劳恩·迪恩/简妮·布鲁克/伊莱亚斯·科泰斯/玛娅·鲁道夫/伍娜·戴蒙/布莱尔·安德伍德/梅森·甘布/威廉姆·李·斯科特/欧内斯特·博格宁/托尼·夏尔赫布/肯·马里诺/加布里埃尔·瑞丝/迪恩·诺里斯/丹格里芬/格雷戈·赛斯特罗/Elizabeth Dennehy/查德·克里斯特/George Marshall Ruge,剧情/科幻/惊悚,美国, 英语 / 世界语,1997-10-24(美国),106分钟,8.8,318385,51.3%/39.6%/8.5%/0.5%/0.1%
彗星来的那一夜 Coherence,(2013),詹姆斯·沃德·布柯特,詹姆斯·沃德·布柯特/亚历克斯·马努吉安,艾米丽·芭尔多尼/莫瑞·史特林/尼古拉斯·布兰登/劳伦·斯卡法莉娅/伊丽莎白·格瑞斯/雨果·阿姆斯特朗/亚历克斯·马努吉安/劳伦·马赫,科幻/悬疑/惊悚,美国/英国, 英语,2013-09-19(奇幻电影节)/2014-08-06(美国),89分钟,8.6,618746,43.4%/43.1%/11.9%/1.2%/0.4%
高山下的花环,(1984),谢晋,李存葆/李凖,吕晓禾/唐国强/何伟/童超/盖克/王玉梅/刘燕生/斯琴高娃/倪大红/何毅/石磊/贾雨岚/李丹军/管宗祥/李振平/胡宗琪/洪军,剧情/战争,中国大陆, 汉语普通话,1984(中国大陆)/1985-11-07(中国香港),146分钟,9.5,109798,79.7%/16.8%/3.0%/0.3%/0.2%
哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,(2010),大卫·叶茨,史蒂夫·克洛夫斯/J·K·罗琳,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/海伦娜·伯翰·卡特/拉尔夫·费因斯/比尔·奈伊/约翰·赫特/艾伦·瑞克曼/艾美达·斯丹顿/费奥纳·肖/邦妮·怀特/朱丽·沃特斯/米歇尔·费尔利/杰米·坎贝尔·鲍尔,奇幻/冒险,英国/美国, 英语,2010-11-19(中国大陆/英国),146分钟,8.6,615128,44.2%/40.9%/13.5%/1.1%/0.3%
萤火虫之墓 火垂るの墓,(1988),高畑勋,高畑勋/野坂昭如,辰己努/白石绫乃/志乃原良子/山口朱美/端田宏三,剧情/动画/战争,日本, 日语,1988-04-16(日本),89 分钟,8.7,417423,53.7%/32.7%/10.1%/1.7%/1.8%
白日梦想家 The Secret Life of Walter Mitty,(2013),本·斯蒂勒,斯蒂夫·康拉德/詹姆斯·瑟伯,本·斯蒂勒/克里斯汀·韦格/亚当·斯科特/西恩·潘/凯瑟琳·哈恩/泰伦斯·伯尼·海恩斯/保罗·菲兹杰拉德/乔恩·戴利/乔伊·斯洛特尼克/格蕾丝·雷克斯/阿莱克斯·阿方格/阿曼达·诺顿/阿德里安·马丁斯/雪莉·麦克雷恩/艾米·斯蒂勒/斯图尔特·康菲尔德/奥拉维尔·达里·奥拉夫松/索哈德吕尔·西格罗森/贡纳·黑尔加松/卡伊·伦诺克斯/柯南·奥布莱恩/安迪·里克特/安东尼·德西奥/帕顿·奥斯瓦尔特/理查德·德多梅尼科/马特·莱文/格雷格·西佩斯/马米·科西科/马修·古利/罗丝玛丽·霍华德/伊兰·克里斯费尔德/安娜·库奇马,剧情/喜剧/冒险,美国/英国, 英语 / 西班牙语 / 冰岛语,2013-12-25(美国),114分钟,8.6,543331,45.6%/40.3%/12.7%/1.1%/0.2%
黑客帝国2：重装上阵 The Matrix Reloaded,(2003),拉娜·沃卓斯基,莉莉·沃卓斯基/拉娜·沃卓斯基,基努·里维斯/劳伦斯·菲什伯恩/凯瑞-安·莫斯/雨果·维文/莫妮卡·贝鲁奇/赫尔穆特·巴凯蒂斯/斯蒂夫·巴什托尼/克里斯汀·阿努/丹尼尔·伯哈特/约瑟芬·白内斯/安迪·阿尼斯/贾达·萍克特·史密斯/邹兆龙/埃茜·戴维斯/纳许·埃哲顿/格洛丽亚·福斯特/大卫·富兰克林/诺娜·加耶/小罗伊·琼斯/大卫·基尔德/兰德尔·杜克·金/克里斯托弗·卡比/纳撒尼尔·利斯/哈里·列尼斯/罗伯特·马莫内/马特·麦科姆/罗宾·奈文/大卫·诺/吉娜薇·欧瑞丽/苏格拉底·奥图/哈罗德·佩里诺/阿德里安·雷梅特/尼尔·雷梅特/鲁伯特·雷德/大卫·罗伯茨/凯文·斯科特/尼坎德罗·托马斯/吉娜·托瑞斯/史蒂夫·维拉/克莱顿·华生/康奈尔·韦斯特/雷·沃纳尔/伯纳德·怀特/朗贝尔·维尔森/安东尼·布兰登·黄/安东尼·泽比,动作/科幻,美国, 英语 / 法语,2003-07-18(中国大陆)/2003-05-07(韦斯特伍德首映)/2003-05-15(美国),138分钟,8.7,423920,47.4%/40.6%/11.0%/0.8%/0.2%
奇迹男孩 Wonder,(2017),斯蒂芬·卓博斯基,斯蒂芬·卓博斯基/斯蒂夫·康拉德/杰克·索恩/R·J·帕拉西奥,雅各布·特伦布莱/朱莉娅·罗伯茨/伊扎贝拉·维多维奇/欧文·威尔逊/诺亚·尤佩/丹妮尔·罗丝·拉塞尔/纳吉·杰特/戴维德·迪格斯/曼迪·帕廷金/布莱斯·吉扎尔/艾尔·麦金农/泰·孔西利奥/詹姆斯·休斯/凯尔·布瑞特科夫/米莉·戴维斯/莉娅·朱厄特/凯琳·布瑞特科夫/利亚姆·迪金森/艾玛·特伦布莱/马克·多兹劳/鲁奇娅·伯纳德/J·道格拉斯·斯图瓦特/阿里·利伯特/埃丽卡·麦基特里克/本杰明·拉特纳/杰森·麦金农/索尼娅·布拉加/吉洁特,剧情/家庭/儿童,美国/中国香港, 英语,2018-01-19(中国大陆)/2017-11-17(美国),113分钟,8.6,570117,42.8%/44.4%/12.0%/0.7%/0.1%
火星救援 The Martian,(2015),雷德利·斯科特,德鲁·戈达德/安迪·威尔,马特·达蒙/杰西卡·查斯坦/克里斯汀·韦格/杰夫·丹尼尔斯/迈克尔·佩纳/凯特·玛拉/肖恩·宾/塞巴斯蒂安·斯坦/唐纳德·格洛弗/切瓦特·埃加福/阿卡塞尔·亨涅/陈数/高雄/王汉斌/麦肯兹·戴维斯/娜奥米·斯科特/丽丽·博尔丹/布莱恩·卡斯佩,剧情/科幻/冒险,英国/美国/匈牙利/约旦, 英语 / 汉语普通话,2015-11-25(中国大陆)/2015-10-02(美国),142分钟,8.5,769790,39.6%/48.3%/11.3%/0.6%/0.2%
二十二,(2015),郭柯,,,纪录片,中国大陆, 汉语普通话,2017-08-14(中国大陆)/2015-10-05(釜山电影节)/2016-06-25(莫斯科电影节),99分钟(公映版),8.7,300597,50.7%/35.0%/12.3%/1.5%/0.5%
战争之王 Lord of War,(2005),安德鲁·尼科尔,安德鲁·尼科尔,尼古拉斯·凯奇/布里吉特·莫伊纳汉/杰瑞德·莱托/伊安·霍姆/伊桑·霍克/埃夫吉恩尼·拉扎雷夫/伊默恩·沃克/塔尼特·菲尼克斯,剧情/犯罪,美国/德国, 英语 / 乌克兰语 / 德语 / 西班牙语 / 俄语 / 法语 / 阿拉伯语 / 土耳其语,2005-09-16(美国),122 分钟,8.7,386278,46.7%/42.7%/10.0%/0.6%/0.1%
血钻 Blood Diamond,(2006),爱德华·兹威克,查尔斯·里维特,莱昂纳多·迪卡普里奥/杰曼·翰苏/詹妮弗·康纳利/阿诺德·沃斯洛/大卫·哈雷伍德/吉米·米斯特雷/麦克·辛/史蒂芬·柯林斯,剧情/惊悚/冒险,美国/德国/英国, 英语 / 门德语 / 南非语,2006-12-08(美国),143 分钟,8.7,396462,44.9%/45.2%/9.3%/0.5%/0.1%
步履不停 歩いても 歩いても,(2008),是枝裕和,是枝裕和,阿部宽/夏川结衣/江原由希子/高桥和也/田中祥平/野本萤/林凌雅/寺岛进/加藤治子/树木希林/原田芳雄,剧情/家庭,日本, 日语,2008-06-28(日本),115分钟,8.8,294367,50.7%/40.3%/8.1%/0.6%/0.2%
千年女优 千年女優,(2001),今敏,今敏/村井贞之,庄司美代子/小山茉美/折笠富美子/饭塚昭三/小野坂昌也/津田匠子/铃置洋孝/京田尚子/德丸完/片冈富枝/石森达幸/佐藤政道/小形满/麻生智久/游佐浩二/肥后诚/坂口候一/志村知幸/木村亚希子/佐伯志/野岛裕史/浅野琉璃/大中宽子/园部好德/大黑优美子/山寺宏一/津嘉山正种,剧情/爱情/动画,日本, 日语,2001-07-28(加拿大奇幻电影节)/2002-09-14(日本),87 分钟,8.8,287464,53.6%/35.6%/9.6%/0.9%/0.3%
哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix,(2007),大卫·叶茨,迈克尔·戈登伯格/J·K·罗琳,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/加里·奥德曼/拉尔夫·费因斯/玛吉·史密斯/迈克尔·刚本/艾伦·瑞克曼/艾玛·汤普森/艾美达·斯丹顿/詹森·艾萨克/汤姆·费尔顿/海伦娜·伯翰·卡特/邦妮·怀特/朱丽·沃特斯/梁佩诗/布莱丹·格里森/罗彼·考特拉尼/伊文娜·林奇,奇幻/冒险,英国/美国, 英语,2007-08-10(中国大陆)/2007-07-11(美国),138分钟,8.5,610543,43.4%/40.9%/14.5%/1.0%/0.2%
房间 Room,(2015),伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森/雅各布·特伦布莱/肖恩·布里吉格斯/温迪·古逊/阿曼达·布鲁盖尔/乔·平格/琼·艾伦/卡斯·安瓦尔/威廉姆·H·梅西/兰道尔·爱德华/罗德里戈·费尔南德斯-斯托尔/罗里·奥谢/汤姆·麦卡穆斯/杰克·富尔顿/梅根·帕克,剧情/家庭,爱尔兰/加拿大/英国/美国, 英语,2015-09-04(特柳赖德电影节)/2015-10-23(多伦多)/2016-01-15(爱尔兰/英国)/2016-01-22(美国),118分钟,8.8,380313,47.5%/43.7%/8.4%/0.4%/0.1%
魂断蓝桥 Waterloo Bridge,(1940),茂文·勒鲁瓦,塞缪尔·N·贝尔曼/汉斯·拉莫/乔治·弗罗斯切尔/罗伯特·E·舍伍德,费雯·丽/罗伯特·泰勒/露塞尔·沃特森/弗吉尼亚·菲尔德/玛丽亚·彭斯卡娅/C.奥布雷·史密斯/Janet Shaw/Janet Waldo/Steffi Duna/Virginia Carroll/Eleanor Stewart/Lowden Adams/Harry Allen/Jimmy Aubrey/Phyllis Barry/Colin Campbell/丽塔·卡莱尔/里奥.G.卡罗尔/戴维·卡文迪什/大卫·克莱德/汤姆·康威/Frank Dawson/Connie Emerald/吉尔伯特·埃默里/赫伯特·埃文斯/迪克·戈登/Denis Green/艾塞尔·格里菲斯/Bobby Hale/Winifred Harris/哈利韦尔·霍布斯/Harold Howard/Charles Irwin/George Kirby/Walter Lawrence/威尔弗雷德·卢卡斯/Dan Maxwell/James May/Florine McKinney/Charles McNaughton/Frank Mitchell/埃德蒙·莫蒂默/伦纳德米迪/坦普·皮戈特/约翰·鲍尔/Clara Reid/Paul Scardon/约翰·格雷厄姆·斯佩西/Wyndham Standing/哈里·斯塔布斯/Cyril Thornton/戴维·瑟斯比/诺玛·威登/帕特·威尔士/玛莎·温特沃思/Frank Whitbeck/Eric Wilton/罗伯特·温克勒/道格拉斯·伍德,剧情/爱情/战争,美国, 英语 / 法语,1940-05-17(美国),108分钟,8.8,290843,50.8%/39.7%/8.8%/0.5%/0.2%
谍影重重2 The Bourne Supremacy,(2004),保罗·格林格拉斯,罗伯特·鲁德鲁姆/托尼·吉尔罗伊,马特·达蒙/布莱恩·考克斯/琼·艾伦/卡尔·厄本/弗朗卡·波滕特/朱丽娅·斯蒂尔斯/加布里埃尔·曼/马尔顿·索克斯/汤姆·加洛普/约翰·贝德福德·劳埃德/伊桑·桑德勒/米歇尔·莫纳汉/卡瑞尔·罗登/托马斯·阿拉纳/奥莎娜·阿金什那/Yevgeni Sitokhin/蒂姆·格里芬/肖恩·史密斯/马克西姆·科瓦莱夫斯基/帕特里克·克劳利/乔恩·科林·巴克利/谢恩·辛努特科/Claudio Maniscalco/Dirk Schoedon/伊万·舍甫多夫/丹尼斯·布尔加兹列夫/尼克·怀尔德/维克多·埃菲尔/埃莱娜·卡多纳/克里斯·库珀,动作/悬疑/惊悚,美国/德国, 英语 / 俄语 / 德语 / 意大利语,2004-11-14(中国大陆)/2004-07-15(洛杉矶首映)/2004-07-23(美国),108分钟,8.7,369266,46.6%/42.8%/10.0%/0.5%/0.1%
大红灯笼高高挂,(1991),张艺谋,倪震/苏童,巩俐/马精武/何赛飞/曹翠芬/周琦/孔琳/金淑媛/丁惟敏/初晓,剧情,中国大陆/中国香港/中国台湾, 汉语普通话,1991-09-10(威尼斯电影节/多伦多电影节),125 分钟,8.8,307519,48.6%/42.9%/8.0%/0.5%/0.2%
蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,(2018),鲍勃·佩尔西凯蒂,菲尔·罗德/罗德尼·罗斯曼/布莱恩·本迪斯/萨拉·皮凯利/史蒂夫·迪特寇/斯坦·李/戴维·海因/法布里斯·萨波尔斯基,沙梅克·摩尔/杰克·约翰逊/海莉·斯坦菲尔德/马赫沙拉·阿里/布莱恩·泰里·亨利/莉莉·汤姆林/劳伦·维勒斯/佐伊·克罗维兹/约翰·木兰尼/贵美子·格伦/尼古拉斯·凯奇/凯瑟琳·哈恩/列维·施瑞博尔/克里斯·派恩/娜塔丽·莫瑞丝/奥斯卡·伊萨克/格蕾塔·李/斯坦·李/乔玛·塔科内/华金·科西奥/蕾克·贝尔/梅勒妮·海恩斯/尼克·杰恩/穆尼卜·拉赫曼/卡洛斯·萨拉戈萨/黛西·罗斯·布莱内斯/里夫·霍顿/哈里森·奈特/莱克斯·朗/凯特琳·麦肯纳-威尔金森/斯科特·门维尔/克里斯托弗·米勒/德维卡·帕利赫/柯特妮·佩尔顿/克里斯蒂·法瑞斯/杰奎琳·皮诺尔/贾斯汀·沉卡罗/梅利莎·斯特姆,动作/科幻/动画/冒险,美国, 英语 / 西班牙语,2018-12-21(中国大陆)/2018-12-14(美国),116分钟(中国大陆),8.6,702775,44.2%/42.2%/12.4%/0.9%/0.2%
弱点 The Blind Side,(2009),约翰·李·汉考克,约翰·李·汉考克/迈克尔·刘易斯,桑德拉·布洛克/蒂姆·麦格罗/昆东·亚伦/杰·海德/莉莉·柯林斯/雷·迈克金农/金·迪肯斯/安德莱内·列诺斯/凯西·贝茨/凯萨琳·戴尔/安迪·斯塔尔/汤姆·诺维茨基/莎朗·莫里斯/奥马尔·J·多尔西/伊劳伊·辛格尔顿/罗达·格里菲丝/艾希礼·勒孔特·坎贝尔/Elizabeth Omilami/阿非莫·奥米拉/马丽娅豪厄尔/Patrick G. Keenan/大卫·德怀尔/罗伯特·普拉尔戈/布雷特·赖斯/Preston Brant/马修·阿特金森/约翰·纽伯格/乔·克里斯特/Phillip Fulmer/Lou Holtz/Nick Saban/Haji Abdullah/Demetrius B. Banks/Tim Brazeal/Byron Bryson/Chrissy Chambers/Monica D'Onofrio/J. Colby Doler/Roger Goodell/杰夫科斯·格林/安东尼·B·哈里斯/Scottie Knollin/Amir Kovacs/梅丽莎·乐爱伦,剧情/家庭/传记/运动,美国, 英语,2009-11-20(美国),129分钟,8.7,328467,48.6%/40.5%/9.9%/0.8%/0.2%
谍影重重 The Bourne Identity,(2002),道格·里曼,托尼·吉尔罗伊/罗伯特·鲁德鲁姆/W·布莱克·赫伦,马特·达蒙/弗朗卡·波滕特/克里斯·库珀/克里夫·欧文/朱丽娅·斯蒂尔斯/布莱恩·考克斯/阿德沃尔·阿吉纽依-艾格拜吉/加布里埃尔·曼/沃尔顿·戈金斯/约什·汉密尔顿/奥尔索·马利亚·奎利尼,动作/悬疑/惊悚,美国/德国/捷克, 英语 / 法语 / 德语 / 荷兰语 / 意大利语,2002-11-21(中国大陆)/2002-06-14(美国),119分钟,8.6,448803,44.1%/42.7%/12.3%/0.7%/0.1%
阿飞正传 阿飛正傳,(1990),王家卫,王家卫,张国荣/张曼玉/刘嘉玲/刘德华/张学友/潘迪华/梁朝伟,剧情/爱情/犯罪,中国香港, 粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,2018-06-25(中国大陆)/1990-12-15(中国香港),94分钟,8.5,534602,39.8%/46.5%/12.8%/0.8%/0.2%
朗读者 The Reader,(2008),史蒂芬·戴德利,戴维·黑尔/本哈德·施林克,凯特·温斯莱特/大卫·克劳斯/拉尔夫·费因斯/詹妮特·海因/苏珊娜·洛塔尔/Alissa Wilms/弗罗里安·巴西奥罗麦/弗里德里克·贝希特/马蒂亚斯·哈比希/Frieder Venus/Marie-Anne Fliegel/Hendrik Arnst/Rainer Sellien/托尔斯滕·米凯利斯/Moritz Grove,剧情/爱情,美国/德国, 英语 / 德语 / 希腊语 / 拉丁语,2008-12-10(纽约首映)/2009-01-30(美国)/2009-02-26(德国),124 分钟,8.6,467084,43.2%/45.2%/10.8%/0.6%/0.1%
再次出发之纽约遇见你 Begin Again,(2013),约翰·卡尼,约翰·卡尼,凯拉·奈特莉/马克·鲁弗洛/亚当·莱文/詹姆斯·柯登/海莉·斯坦菲尔德/凯瑟琳·基纳/茅斯·达夫/罗伯·莫洛/伊恩·布罗茨基/香农·沃尔什/大卫·埃伯利斯/马科·阿桑特/玛丽·凯瑟琳·歌瑞森/詹·雅各布/席洛·格林/詹妮弗·李·杰克逊/特里·刘易斯/吉米·帕伦博/西蒙·德兰尼/丹妮尔·布里瑟布瓦/基恩·鲁弗洛/尼古拉斯·丹尼尔·冈萨雷斯/麦迪·科尔曼/阿雅·卡什/大卫·彭德尔顿/保罗·罗梅罗/安德鲁·塞伦/凯伦·皮特曼/罗恩·沃斯,喜剧/爱情/音乐,美国, 英语,2015-06-26(中国大陆)/2013-09-07(多伦多电影节)/2014-07-11(美国),104分钟,8.6,443971,43.8%/42.8%/12.4%/0.9%/0.2%
隐藏人物 Hidden Figures,(2016),西奥多·梅尔菲,艾莉森·施罗德/西奥多·梅尔菲/玛戈特·李·谢特利,塔拉吉·P·汉森/奥克塔维亚·斯宾瑟/加奈儿·梦奈/凯文·科斯特纳/克斯汀·邓斯特/吉姆·帕森斯/马赫沙拉·阿里/阿尔迪斯·霍吉/格伦·鲍威尔/金贝利·奎恩/奥莱克·克鲁帕,剧情/传记/历史,美国, 英语,2016-12-25(美国),127分钟,8.9,233166,53.2%/39.0%/7.3%/0.4%/0.1%
